Departamento;Provincia;tmean;tmax;tmin;humr;ptot;Ano;Semana;tmean_clima;tmax_clima;tmin_clima;humr_clima;ptot_clima;Tipo caso;Casos
PIURA;SECHURA;21.7;27.1;18.4;77;0.2;2022;48;21.4;26.7;18.4;77.7;1;;
PIURA;SULLANA;23.4;31.3;18.4;67.9;0.1;2022;48;23.3;30.5;18.6;69.2;1;TOTAL;4
PIURA;TALARA;21.9;28.4;18.4;74.7;0;2022;48;22.2;28.2;18.7;74;0.6;;
PIURA;AYABACA;17.8;23.3;13.1;74.1;1.8;2022;49;18.1;23.1;14.4;81.9;4.6;;
PIURA;HUANCABAMBA;15.4;20.7;10.8;77.4;5;2022;49;15.8;20.6;12.1;83.8;6;;
PIURA;MORROPON;21.6;28.1;16.1;68.2;1.2;2022;49;21.6;27.3;17.2;76.3;2.9;TOTAL;25
PIURA;PAITA;21.4;26.9;17.9;76.8;0;2022;49;22.2;27.4;19.1;77;1.6;TOTAL;2
PIURA;PIURA;22.9;30.2;17.6;67.1;0.1;2022;49;23.3;30.2;18.7;71;1.4;TOTAL;5
PIURA;SECHURA;21.2;26.6;17.7;76.7;0.1;2022;49;21.9;27.1;18.9;78;1.5;;
PIURA;SULLANA;23.1;30.8;18;66.1;0.4;2022;49;23.7;30.7;19;69.4;1.1;TOTAL;2
PIURA;TALARA;21.6;27.7;17.9;73.9;0;2022;49;22.6;28.5;19.1;74.3;0.7;;
PIURA;AYABACA;18.1;22.9;14.6;79.2;9.9;2022;50;18.2;23;14.8;83.2;5.8;;
PIURA;HUANCABAMBA;15.9;20.4;12.5;83.5;18;2022;50;16;20.5;12.5;85.5;7.1;;
PIURA;MORROPON;22.8;28.5;18.4;70.1;4.8;2022;50;21.9;27.5;17.6;76.5;2.7;TOTAL;21
PIURA;PAITA;22.6;27.8;19.6;76.6;3.6;2022;50;22.5;27.6;19.5;77.1;1.5;TOTAL;3
PIURA;PIURA;24.4;31;19.9;66.9;3.3;2022;50;23.7;30.5;19.2;70.9;1.4;TOTAL;6
PIURA;SECHURA;22.8;27.8;19.8;76.3;2.5;2022;50;22.2;27.4;19.2;77.8;1.4;;
PIURA;SULLANA;24.3;31;19.9;65.9;4.8;2022;50;23.9;30.8;19.5;69.9;1.1;TOTAL;2
PIURA;TALARA;22.8;28.5;19.6;72.9;6.3;2022;50;22.8;28.5;19.5;74.6;1;;
PIURA;AYABACA;18.4;23.3;15.1;82.2;9.2;2022;51;18.1;22.8;14.7;83.6;4.5;;
PIURA;HUANCABAMBA;16;20.3;12.8;86.1;5.5;2022;51;15.9;20.4;12.4;85.7;4.6;;
PIURA;MORROPON;23;28.7;18.8;74.4;4.5;2022;51;22.2;27.7;17.9;76.8;1.8;TOTAL;22
PIURA;PAITA;23.7;28.9;20.7;75.9;0.4;2022;51;22.9;27.9;19.9;77.1;1.4;TOTAL;7
PIURA;PIURA;25.2;32.2;20.6;67.5;1.1;2022;51;24.1;30.7;19.6;70.9;1;TOTAL;8
PIURA;SECHURA;23.6;28.8;20.3;76;0.4;2022;51;22.8;27.9;19.7;77.3;0.7;;
PIURA;SULLANA;25.1;32.2;20.6;66.8;1.3;2022;51;24.2;30.9;19.8;70.1;0.9;TOTAL;4
PIURA;TALARA;23.7;29.5;20.5;73.4;0.5;2022;51;23.2;28.8;19.9;74.5;0.9;;
PIURA;AYABACA;17.8;22.1;14.8;84.6;28.6;2022;52;18.2;22.9;15;84.1;6.5;;
PIURA;HUANCABAMBA;15.5;19.3;12.4;89.3;19.7;2022;52;16;20.6;12.6;85.7;7.9;;
PIURA;MORROPON;22.7;27.9;18.7;73.9;15.2;2022;52;22.5;27.8;18.4;77.2;3.6;TOTAL;10
PIURA;PAITA;23.6;28.6;20.6;73.5;5;2022;52;23.4;28.4;20.4;77.2;1.6;TOTAL;4
PIURA;PIURA;25;31.5;20.7;66.4;9.4;2022;52;24.6;31;20.2;71.1;2;TOTAL;12
PIURA;SECHURA;23.4;28.2;20.3;74.8;6.7;2022;52;23.3;28.3;20.2;77.5;1.3;;
PIURA;SULLANA;25;31.4;20.9;65.7;6.8;2022;52;24.5;30.9;20.4;70.9;1.8;TOTAL;4
PIURA;TALARA;24;29.5;21;70.1;6.9;2022;52;23.5;29;20.4;75.1;1.4;;
PIURA;AYABACA;18.1;23.4;14;75.8;4.2;2023;1;18.3;22.8;15.2;84.5;5.8;;
PIURA;HUANCABAMBA;15.6;20.5;11.4;80.4;6.5;2023;1;16.1;20.5;12.8;85.9;5.7;;
PIURA;MORROPON;22.5;28.9;17.5;71;1.4;2023;1;22.7;28;18.8;77.5;3.3;TOTAL;37
PIURA;PAITA;22.8;27.9;19.6;74.3;1.3;2023;1;23.8;28.7;20.9;76.9;1.5;TOTAL;14
PIURA;PIURA;24.4;31.6;19.4;66.5;0.5;2023;1;25;31.3;20.8;70.8;2.1;TOTAL;108
PIURA;SECHURA;22.5;27.9;19.2;76.3;0.9;2023;1;23.7;28.7;20.7;77.2;1.1;;
PIURA;SULLANA;24.8;32.1;20;63.5;0.2;2023;1;24.8;31;20.8;71.1;1.9;TOTAL;7
PIURA;TALARA;23.6;29.4;20;69.3;1.5;2023;1;23.9;29.2;20.9;75.1;1.4;TOTAL;4
PIURA;AYABACA;18;22.7;14.8;80.6;47.3;2023;2;18.2;22.7;15.1;84.6;7;;
PIURA;HUANCABAMBA;15.6;19.7;12.7;85.8;36.7;2023;2;16;20.5;12.8;85.9;6.2;;
PIURA;MORROPON;23.4;29.1;19.2;66.7;26.5;2023;2;22.9;28.1;18.9;77.2;3.8;TOTAL;24
PIURA;PAITA;23.2;28.7;20.2;70.7;4.1;2023;2;24.1;29;21.2;76.8;1.3;TOTAL;28
PIURA;PIURA;25.2;32.3;20.7;61.1;8.7;2023;2;25.2;31.6;21;70.6;2.2;TOTAL;56
PIURA;SECHURA;23.1;28.8;19.7;71.5;3.1;2023;2;24;29;21;77.2;1.4;;
PIURA;SULLANA;25.2;32.4;21;61.1;5.9;2023;2;24.9;30.9;21;71.6;2.2;TOTAL;4
PIURA;TALARA;23.9;29.6;20.7;66.2;4.4;2023;2;24.1;29.2;21.1;75.1;1.1;;
PIURA;AYABACA;18;22.8;14.9;81.8;47.1;2023;3;18.1;22.6;15.1;85.3;8.5;;
PIURA;HUANCABAMBA;15.4;19.5;12.8;89.3;37.4;2023;3;16;20.4;12.7;86.5;6.7;TOTAL;1
PIURA;MORROPON;23.4;29.1;19.2;69.9;21.1;2023;3;23;28.2;19.1;76.9;4.8;TOTAL;48
PIURA;PAITA;23.9;29.5;20.4;69.2;7.8;2023;3;24.4;29.2;21.6;76.5;2.7;TOTAL;40
PIURA;PIURA;25.4;32.2;20.5;62.7;10.5;2023;3;25.5;31.7;21.4;70;3.5;TOTAL;78
PIURA;SECHURA;23.5;28.9;19.9;72.1;8.8;2023;3;24.4;29.3;21.3;76.4;2;TOTAL;3
PIURA;SULLANA;25.6;32.5;21;60.1;7;2023;3;25.1;30.9;21.3;71.7;3.8;TOTAL;4
PIURA;TALARA;24.7;30.6;21;63.2;4.1;2023;3;24.3;29.3;21.4;75;2.4;TOTAL;1
PIURA;AYABACA;18.6;23.4;15.3;81.8;10.9;2023;4;18.3;22.7;15.3;85.4;7.7;;
PIURA;HUANCABAMBA;16.1;20.7;12.9;86;4.8;2023;4;16.1;20.5;13;86.5;6.1;;
PIURA;MORROPON;24;29.8;19.8;72;8.7;2023;4;23.2;28.3;19.4;77.1;5.2;TOTAL;80
PIURA;PAITA;25;30.4;21.9;69;1.1;2023;4;24.8;29.6;21.9;75.6;1.3;TOTAL;45
PIURA;PIURA;26.3;33.2;21.7;63.6;3.8;2023;4;25.8;32;21.7;69.5;2.3;TOTAL;70
PIURA;SECHURA;24.7;30.2;21.1;71;2.1;2023;4;24.8;29.7;21.7;75.3;1.2;TOTAL;1
PIURA;SULLANA;26;32.7;21.8;64.1;1.6;2023;4;25.2;30.9;21.5;72.1;2.8;TOTAL;16
PIURA;TALARA;25.4;31.1;22.2;65.6;0.5;2023;4;24.6;29.4;21.7;75.1;1.1;TOTAL;1
PIURA;AYABACA;18.3;22.7;15.2;82.1;4.9;2023;5;18.2;22.4;15.5;87.9;8.3;;
PIURA;HUANCABAMBA;16.1;20.3;13.1;85.5;2.9;2023;5;16.2;20.4;13.2;88.4;6.5;;
PIURA;MORROPON;24.8;30.4;20.6;67;4.8;2023;5;23.2;27.8;19.8;80;7.1;TOTAL;72
PIURA;PAITA;26;30.8;22.9;68.7;1.2;2023;5;25.1;29.6;22.5;76.2;3.9;TOTAL;49
PIURA;PIURA;27.3;33.9;22.9;60.2;1.8;2023;5;25.9;31.5;22.2;71.9;5.7;TOTAL;99
PIURA;SECHURA;26;31.3;22.5;67.6;0.5;2023;5;25.2;29.9;22.3;75.5;4.9;;
PIURA;SULLANA;26.5;32.5;22.4;63.4;0.8;2023;5;25.2;30.4;21.9;75;6.4;TOTAL;20
PIURA;TALARA;25.9;31;22.7;66.8;0.8;2023;5;24.8;29.1;22.1;76.8;5.2;;
PIURA;AYABACA;18.8;23.5;15.4;80.3;8;2023;6;18.1;22.1;15.6;89.1;15.9;;
PIURA;HUANCABAMBA;16.3;20.7;12.9;84.3;5.4;2023;6;16.2;20.3;13.4;88.9;10.8;;
PIURA;MORROPON;25;30.5;20.5;66.5;5.8;2023;6;23.1;27.4;19.9;82;13.1;TOTAL;113
PIURA;PAITA;26.2;31.4;22.8;68.6;2.4;2023;6;25.3;29.5;22.7;77.3;6.8;TOTAL;68
PIURA;PIURA;27.7;34.2;22.9;59;3.9;2023;6;25.8;30.9;22.4;74.3;10.7;TOTAL;104
PIURA;SECHURA;26;31.1;22.6;69.3;0.9;2023;6;25.4;29.9;22.6;76.1;4.1;TOTAL;1
PIURA;SULLANA;27.1;33.5;22.7;61.4;2.2;2023;6;25;29.8;22;77.6;13.3;TOTAL;38
PIURA;TALARA;26.1;31.5;22.7;66.4;4.2;2023;6;24.9;29;22.3;78;8.5;TOTAL;6
PIURA;AYABACA;18.6;23.2;15.8;84.9;21.1;2023;7;18.3;22.5;15.5;87.8;8.9;;
PIURA;HUANCABAMBA;16.2;20.2;13.6;90;22.9;2023;7;16.2;20.5;13.1;87.4;5.8;;
PIURA;MORROPON;24.6;29.9;20.9;72.7;20.2;2023;7;23.4;28;20;80;6.3;TOTAL;103
PIURA;PAITA;26.8;31.6;24;68.2;2.6;2023;7;25.7;30.2;22.9;75.7;1.5;TOTAL;73
PIURA;PIURA;27.9;34.3;23.8;61.8;8;2023;7;26.3;31.8;22.6;71.9;3.2;TOTAL;125
PIURA;SECHURA;26.9;32;23.7;67.8;2.7;2023;7;25.8;30.6;22.7;74.6;0.8;;
PIURA;SULLANA;26.9;33;23.1;65.8;5.9;2023;7;25.4;30.4;22.1;75.7;3.9;TOTAL;52
PIURA;TALARA;26;30.8;22.9;70.4;2;2023;7;25.2;29.5;22.5;76.6;1.8;;
PIURA;AYABACA;18.3;22.7;15.8;89.9;42.6;2023;8;18.2;22.3;15.6;89.3;16;;
PIURA;HUANCABAMBA;16.2;20.3;13.5;89.9;31.4;2023;8;16.2;20.3;13.4;89.2;10.3;;
PIURA;MORROPON;24.1;28.7;20.9;80.2;70.1;2023;8;23.3;27.6;20.1;81.5;11.5;TOTAL;96
PIURA;PAITA;25.9;29.9;23.4;78;50;2023;8;25.8;30.2;23;75.7;4.3;TOTAL;77
PIURA;PIURA;26.6;32.1;23;73.5;66;2023;8;26.1;31.4;22.6;73.3;8.2;TOTAL;164
PIURA;SECHURA;26.5;31.1;23.4;74.3;15.2;2023;8;25.9;30.5;22.9;74.7;3;TOTAL;3
PIURA;SULLANA;25.6;31;22.5;77.7;56.9;2023;8;25.3;30.3;22.1;76.5;11.9;TOTAL;58
PIURA;TALARA;25.5;29.7;22.7;78.5;68.5;2023;8;25.2;29.6;22.6;76.7;5.9;TOTAL;1
PIURA;AYABACA;18.8;23.1;15.6;86;7.3;2023;9;18.3;22.5;15.6;88.9;20.2;;
PIURA;HUANCABAMBA;16.7;21.1;13.6;86.9;8.5;2023;9;16.3;20.5;13.4;88.7;13.3;TOTAL;1
PIURA;MORROPON;24.6;29.7;20.9;74.8;7.3;2023;9;23.3;27.7;20.1;81.6;19;TOTAL;116
PIURA;PAITA;25.9;30.4;23.1;75.5;1.7;2023;9;25.7;30.1;23;76;6.5;TOTAL;73
PIURA;PIURA;27.3;33.3;23.3;66.9;3.9;2023;9;26.1;31.5;22.5;73.6;13.5;TOTAL;218
PIURA;SECHURA;26.6;32;23.4;69.7;1.4;2023;9;25.8;30.5;22.8;74.7;4.9;TOTAL;5
PIURA;SULLANA;25.8;30.9;22.4;74.3;2;2023;9;25.4;30.4;22.1;76.5;15.7;TOTAL;66
PIURA;TALARA;25.7;30.1;22.9;74.2;2.1;2023;9;25.2;29.6;22.6;76.8;9.1;TOTAL;7
PIURA;AYABACA;17.8;21.5;15.8;92.8;114.4;2023;10;18.4;22.5;15.7;88.8;18.1;;
PIURA;HUANCABAMBA;15.9;19.4;14.1;93.5;106.9;2023;10;16.3;20.5;13.4;88.6;13.3;;
PIURA;MORROPON;22.9;27;20.6;87.3;156.5;2023;10;23.4;27.7;20.2;81.8;18.5;TOTAL;92
PIURA;PAITA;25.3;29.2;23.3;82.3;94.4;2023;10;25.8;30.3;23.1;75.6;9.1;TOTAL;64
PIURA;PIURA;25.2;30;22.6;83;130.3;2023;10;26.2;31.5;22.7;73.5;14.5;TOTAL;213
PIURA;SECHURA;25.1;28.6;23.1;84.6;81.9;2023;10;26;30.8;22.9;74.1;7.4;TOTAL;8
PIURA;SULLANA;24.4;29;22;84.1;123.7;2023;10;25.4;30.4;22.3;76.9;16.1;TOTAL;93
PIURA;TALARA;24.6;28.1;22.7;83.3;116.7;2023;10;25.4;29.8;22.7;76.4;10;TOTAL;2
PIURA;AYABACA;17.9;22.3;14.9;88.2;57.8;2023;11;18.3;22.5;15.6;89;17.5;;
PIURA;HUANCABAMBA;15.8;20.2;12.1;86.9;102.3;2023;11;16.3;20.5;13.3;88.4;12.8;;
PIURA;MORROPON;23;27.2;19.7;86.1;127.9;2023;11;23.4;27.8;20.2;81.8;16.4;TOTAL;120
PIURA;PAITA;25.7;28.9;23.3;85.7;15.6;2023;11;25.8;30.3;23;75.5;5.7;TOTAL;116
PIURA;PIURA;25.5;29.7;22.6;84.5;55.6;2023;11;26.3;31.6;22.7;73.1;10.2;TOTAL;406
PIURA;SECHURA;25.4;28.9;23;87.2;33.5;2023;11;25.8;30.6;22.9;74.8;6;TOTAL;27
PIURA;SULLANA;25;29.3;22.2;83.8;26.8;2023;11;25.4;30.4;22.2;76.7;13.6;TOTAL;111
PIURA;TALARA;25.2;28.5;22.7;84.6;12.2;2023;11;25.3;29.7;22.7;76.4;7.9;TOTAL;7
PIURA;AYABACA;18.2;22.5;15.2;88;31.6;2023;12;18.3;22.4;15.7;90;25.4;;
PIURA;HUANCABAMBA;16.1;20.5;12.2;85.7;15.9;2023;12;16.2;20.3;13.4;89.6;18.1;TOTAL;1
PIURA;MORROPON;23.3;27.4;20.2;85.9;53.5;2023;12;23.2;27.5;20.1;82.9;28.8;TOTAL;248
PIURA;PAITA;26.3;29.8;23.9;81.9;8.3;2023;12;25.5;30;22.9;76.5;10.5;TOTAL;127
PIURA;PIURA;26;30.4;23.1;81.7;20;2023;12;26;31.2;22.5;74.7;22;TOTAL;656
PIURA;SECHURA;26.7;31;23.9;78.7;7.9;2023;12;25.5;30.1;22.6;76.4;7.8;TOTAL;43
PIURA;SULLANA;25.2;29.4;22.5;83.6;18.2;2023;12;25.3;30.3;22.2;77.7;24.2;TOTAL;158
PIURA;TALARA;25.7;29.2;23.3;82.1;3.7;2023;12;25.2;29.6;22.5;77.1;11.8;TOTAL;13
PIURA;AYABACA;18.1;22.2;15.5;90.7;30.7;2023;13;18.3;22.6;15.5;89.1;18.1;;
PIURA;HUANCABAMBA;16.1;20.1;13.4;90.1;18.5;2023;13;16.3;20.5;13.2;88.7;13.8;TOTAL;1
PIURA;MORROPON;22.8;26.4;20.3;89.5;73.1;2023;13;23.2;27.6;19.9;82.5;17.9;TOTAL;340
PIURA;PAITA;26.4;29.7;24.1;81.9;42.9;2023;13;25.3;29.9;22.5;76.2;9.1;TOTAL;92
PIURA;PIURA;25.5;29.4;22.9;84.6;70.7;2023;13;25.8;31.3;22.2;74.4;14.1;TOTAL;707
PIURA;SECHURA;26.3;29.5;24.1;81.3;39.1;2023;13;25.1;29.8;22.2;76.6;7.9;TOTAL;27
PIURA;SULLANA;25.1;29.4;22.5;83.9;55;2023;13;25.3;30.5;22;76.7;15.8;TOTAL;256
PIURA;TALARA;25.7;29.4;23.4;81.7;27;2023;13;25;29.6;22.3;76.5;11.7;TOTAL;5
PIURA;AYABACA;18;21.7;15.7;92.4;82.4;2023;14;18.4;22.6;15.5;88.6;19;TOTAL;14
PIURA;HUANCABAMBA;16;19.9;13.6;91.3;63.5;2023;14;16.3;20.6;13.2;88.2;15.3;TOTAL;1
PIURA;MORROPON;22.8;26.2;20.5;91.1;170.6;2023;14;23.1;27.6;19.6;82.2;15.1;TOTAL;401
PIURA;PAITA;25.8;28.4;23.9;88.4;101;2023;14;24.8;29.6;22;76.4;5.6;TOTAL;92
PIURA;PIURA;25.1;28.6;22.9;89.1;171.5;2023;14;25.5;31.1;21.7;74.8;9.9;TOTAL;553
PIURA;SECHURA;26;28.8;24;87;127.7;2023;14;24.3;29;21.5;78.6;3.6;TOTAL;26
PIURA;SULLANA;24.5;27.9;22.4;89.5;105.8;2023;14;25.1;30.4;21.7;76.6;14.8;TOTAL;255
PIURA;TALARA;24.9;27.5;23.2;89.4;100.6;2023;14;24.8;29.6;22;76;8.1;TOTAL;14
PIURA;AYABACA;18.4;22.6;15.7;89.6;28.2;2023;15;18.3;22.5;15.5;88.4;14.1;TOTAL;14
PIURA;HUANCABAMBA;16.2;20.5;13;88.6;12.8;2023;15;16.3;20.5;13.2;88.3;11;TOTAL;1
PIURA;MORROPON;23;26.6;20.4;89.5;43.8;2023;15;23;27.6;19.5;81.2;10.3;TOTAL;522
PIURA;PAITA;26.2;28.9;24.3;85.9;71.8;2023;15;24.6;29.4;21.7;75.8;3.7;TOTAL;124
PIURA;PIURA;25.6;29.1;23.3;86.6;42.7;2023;15;25.4;31.1;21.6;73.4;7;TOTAL;935
PIURA;SECHURA;26.2;29;24.3;85.7;11.8;2023;15;24.1;29;21.2;77.7;3.2;TOTAL;41
PIURA;SULLANA;25;28.8;22.9;87.6;103.3;2023;15;25.1;30.4;21.6;75.3;9.7;TOTAL;335
PIURA;TALARA;25.3;28.2;23.6;88.2;86.9;2023;15;24.8;29.6;21.8;74.7;4.3;TOTAL;22
PIURA;AYABACA;18.1;21.7;16;92.8;110.9;2023;16;18.4;22.7;15.2;87.1;7.3;TOTAL;23
PIURA;HUANCABAMBA;16.1;19.7;13.5;91.9;67.5;2023;16;16.2;20.6;12.9;87.3;6.5;TOTAL;2
PIURA;MORROPON;22.9;26.2;20.6;90.4;93.1;2023;16;22.9;27.7;19.1;80;3.5;TOTAL;457
PIURA;PAITA;25.7;28.7;23.8;86.4;57.1;2023;16;24.2;29.3;21.2;75.5;1.2;TOTAL;137
PIURA;PIURA;25.3;29;23;86.4;78.2;2023;16;25.2;31.2;21.1;72.3;2;TOTAL;1035
PIURA;SECHURA;25.7;29.2;23.4;83.2;22.4;2023;16;23.6;28.6;20.7;77.9;1.2;TOTAL;25
PIURA;SULLANA;24.7;28.6;22.5;87.1;119.1;2023;16;25;30.6;21.2;73.9;2.4;TOTAL;417
PIURA;TALARA;25.1;28.3;23.1;86.9;74.2;2023;16;24.6;29.7;21.5;73.9;1.3;TOTAL;16
PIURA;AYABACA;18.1;22.1;15.4;90.8;42.1;2023;17;18.3;22.6;15.2;87.1;7.9;TOTAL;24
PIURA;HUANCABAMBA;16;20.2;13;90.2;25.2;2023;17;16.2;20.5;12.9;87.4;6.8;TOTAL;7
PIURA;MORROPON;22.8;26.5;19.9;89;71.3;2023;17;22.7;27.5;18.9;79.8;4.6;TOTAL;343
PIURA;PAITA;25.2;28.3;22.9;85.8;39.2;2023;17;24;28.9;21;75.5;1.4;TOTAL;122
PIURA;PIURA;25.1;29.1;22.2;85.1;80.5;2023;17;24.9;30.8;20.8;72.3;2;TOTAL;1192
PIURA;SECHURA;25.4;29.3;22.9;81.7;48.4;2023;17;23.3;28.2;20.4;78.1;1.4;TOTAL;23
PIURA;SULLANA;24.7;28.8;22;85.6;105.7;2023;17;24.9;30.4;21.1;73.7;2.6;TOTAL;465
PIURA;TALARA;24.9;28.3;22.5;86;82.9;2023;17;24.4;29.5;21.3;73.8;1.4;TOTAL;16
PIURA;AYABACA;18.8;23.1;15.8;87;2.5;2023;18;18.4;22.8;15.1;85.9;4.7;TOTAL;27
PIURA;HUANCABAMBA;16.6;21.3;13.1;85.9;2.7;2023;18;16.2;20.7;12.8;86.5;4.7;TOTAL;11
PIURA;MORROPON;23.2;27.3;19.9;84.6;5.5;2023;18;22.6;27.6;18.7;79.1;2.1;TOTAL;445
PIURA;PAITA;25.2;28.9;22.7;82.7;6.7;2023;18;23.8;28.9;20.7;75.6;1.2;TOTAL;220
PIURA;PIURA;25.5;30.1;22.2;79.6;8.8;2023;18;24.7;30.9;20.5;72;1.3;TOTAL;1869
PIURA;SECHURA;25.9;30.5;22.9;76.3;1;2023;18;23.1;28;20.2;78.1;1.2;TOTAL;66
PIURA;SULLANA;25.1;29.5;21.9;81.7;22.4;2023;18;24.8;30.6;20.8;72.8;1.4;TOTAL;984
PIURA;TALARA;25.4;29.6;22.6;80.2;16.9;2023;18;24.2;29.6;21;73.6;1.3;TOTAL;33
PIURA;AYABACA;19.2;23.7;16.3;86.2;2.5;2023;19;18.5;23.1;15.1;84.6;6.4;TOTAL;42
PIURA;HUANCABAMBA;16.9;21.5;13.6;84.8;1.4;2023;19;16.3;20.9;12.7;85.4;7.3;TOTAL;14
PIURA;MORROPON;23.5;27.7;20.1;82.9;2.4;2023;19;22.5;27.7;18.4;78.4;3.9;TOTAL;477
PIURA;PAITA;25.7;30;22.7;77.8;0.5;2023;19;23.4;28.5;20.4;76;2.1;TOTAL;325
PIURA;PIURA;25.9;30.8;22.2;76.4;0.8;2023;19;24.4;30.7;20.1;71.7;2.8;TOTAL;2815
PIURA;SECHURA;25.7;30.4;22.6;76.7;0.6;2023;19;22.8;27.7;19.9;78.1;2;TOTAL;73
PIURA;SULLANA;25.5;29.8;22.1;79.3;0.3;2023;19;24.7;30.7;20.5;72.1;3;TOTAL;1135
PIURA;TALARA;25.8;30.1;22.8;76.9;0.1;2023;19;24;29.4;20.8;73.7;2.5;TOTAL;147
PIURA;AYABACA;19.1;23.8;15.7;85.1;4.6;2023;20;18.4;23.1;14.9;84;4.2;TOTAL;51
PIURA;HUANCABAMBA;17;22.1;12.9;83.8;5.6;2023;20;16.1;20.8;12.5;84.7;3.9;TOTAL;22
PIURA;MORROPON;23.2;27.9;19.3;80.8;4.4;2023;20;22.1;27.3;18;78.3;2.1;TOTAL;405
PIURA;PAITA;25.5;29.8;22.8;76.9;0.9;2023;20;23.1;28.1;20;76.1;1.5;TOTAL;600
PIURA;PIURA;25.6;30.7;22;74.6;2.3;2023;20;24;30.3;19.7;71.8;1;TOTAL;4679
PIURA;SECHURA;25.5;29.9;22.6;76;0.6;2023;20;22.4;27.2;19.6;78.3;1;TOTAL;151
PIURA;SULLANA;25;29.7;21.6;77.8;1.7;2023;20;24.3;30.4;20.1;71.8;1.2;TOTAL;1837
PIURA;TALARA;25.1;29.7;22.4;77.6;0.7;2023;20;23.6;29.1;20.4;73.8;1.1;TOTAL;339
PIURA;AYABACA;18.5;22.4;16.1;90.7;20.4;2023;21;18.1;22.7;14.7;84.4;4.3;TOTAL;35
PIURA;HUANCABAMBA;16.6;20.6;13.9;89.6;2.6;2023;21;15.9;20.5;12.4;85.4;4.7;TOTAL;11
PIURA;MORROPON;23;27.1;19.8;81.5;6.9;2023;21;21.7;26.9;17.6;78.1;2.4;TOTAL;397
PIURA;PAITA;25.4;29.6;22.6;76.7;0.9;2023;21;22.6;27.6;19.6;76.5;1.5;TOTAL;608
PIURA;PIURA;25.4;30.1;22;74.9;3.9;2023;21;23.5;29.7;19.2;71.8;1.5;TOTAL;4147
PIURA;SECHURA;25.3;29.6;22.7;76.2;0.6;2023;21;22;26.7;19.2;78.7;1.5;TOTAL;161
PIURA;SULLANA;24.7;29.1;21.5;78.7;4.1;2023;21;23.9;30;19.6;71.5;1.9;TOTAL;1616
PIURA;TALARA;24.9;29.4;22.3;77.8;1.5;2023;21;23.2;28.7;19.9;73.9;2.1;TOTAL;311
PIURA;AYABACA;18.2;22.4;15.4;86.8;5.2;2023;22;18;22.9;14.5;82.6;3.2;TOTAL;53
PIURA;HUANCABAMBA;16.3;20.8;13.1;85;5.9;2023;22;15.8;20.6;12;84;3.9;TOTAL;8
PIURA;MORROPON;22.9;27.2;19.5;80.4;3.3;2023;22;21.5;26.8;17.3;77.5;1.4;TOTAL;438
PIURA;PAITA;25;29.4;22.4;77.2;1.7;2023;22;22.2;27.2;19.2;76.8;1;TOTAL;540
PIURA;PIURA;25.2;29.9;21.7;74.9;1.9;2023;22;23.2;29.5;18.8;71.7;1;TOTAL;3787
PIURA;SECHURA;24.9;28.9;22.4;77.6;1.5;2023;22;21.6;26.3;18.8;78.7;0.8;TOTAL;221
PIURA;SULLANA;24.8;29.2;21.3;77.3;1.5;2023;22;23.6;29.9;19.2;71.1;0.8;TOTAL;1875
PIURA;TALARA;24.8;29.5;22;77.3;1.4;2023;22;22.8;28.4;19.5;74;0.7;TOTAL;495
PIURA;AYABACA;18.2;22.8;14.6;84.3;1.2;2023;23;18.1;23.1;14.3;81.3;2.4;TOTAL;40
PIURA;HUANCABAMBA;16.1;21;12.3;83.2;2;2023;23;15.7;20.8;11.8;83;3.4;TOTAL;10
PIURA;MORROPON;22.7;27.6;18.7;78.4;1.4;2023;23;21.3;26.8;17;77.1;1.1;TOTAL;398
PIURA;PAITA;24.9;29.3;22.1;76.2;0.2;2023;23;22;26.9;19;77.2;0.7;TOTAL;405
PIURA;PIURA;25.2;30.5;21.2;72.8;0.5;2023;23;23;29.3;18.6;71.9;0.6;TOTAL;2988
PIURA;SECHURA;24.7;29.1;21.9;76.8;0.2;2023;23;21.4;26.1;18.7;79;0.8;TOTAL;175
PIURA;SULLANA;24.7;29.5;21;75.2;0.1;2023;23;23.4;29.8;19;70.9;0.5;TOTAL;1355
PIURA;TALARA;24.6;29.3;21.8;76.3;0;2023;23;22.6;28.2;19.3;74.3;0.5;TOTAL;433
PIURA;AYABACA;18.7;23.7;15.2;80.6;1.5;2023;24;18;23.2;14;79.6;2.6;TOTAL;83
PIURA;HUANCABAMBA;16.3;21.7;12.5;79.9;1.5;2023;24;15.6;20.9;11.4;81.5;3.1;TOTAL;6
PIURA;MORROPON;22.7;27.8;18.5;76;0.8;2023;24;20.9;26.4;16.5;76.9;1.4;TOTAL;302
PIURA;PAITA;24.6;29.1;21.3;75.1;0;2023;24;21.5;26.4;18.5;77.7;0.5;TOTAL;317
PIURA;PIURA;24.8;30.4;20.4;71.8;0.5;2023;24;22.5;28.9;18.1;72;0.9;TOTAL;2339
PIURA;SECHURA;24.1;28.6;21.1;76.5;0.4;2023;24;21;25.6;18.3;79.1;0.7;TOTAL;194
PIURA;SULLANA;24.6;30.1;20.2;72.9;0.2;2023;24;23;29.4;18.5;71;0.9;TOTAL;1107
PIURA;TALARA;24.6;29.6;21.2;74;0;2023;24;22.1;27.8;18.8;74.8;0.8;TOTAL;541
PIURA;AYABACA;18.2;24.2;13.5;75.4;0.4;2023;25;17.9;23.1;14.1;79.5;1.6;TOTAL;62
